0.95,0.80,0.91,0.90,0.90,0.91,0.92,0.61
0.67,0.69,0.60,0.79,0.68,0.85,0.60,0.93
0.78,0.00,0.00,0.93,0.73,0.00,0.00,0.95
0.69,0.00,0.00,0.64,0.50,0.00,0.00,0.79
0.88,0.79,0.82,0.00,0.00,0.95,0.88,0.74
0.91,0.66,0.00,0.00,0.00,0.00,0.77,0.85
1.00,0.75,0.00,0.00,0.00,0.00,0.96,0.63
0.62,0.83,0.00,0.85,0.87,0.00,0.72,0.70
